System Type,Architecture,Chunking,Embedding,Database,Answer Accuracy,Retrieval Precision,Hallucination Reduction,Response Time (s)
With RAG,Multimodal RAG,Fixed,BGE embeddings,FAISS,5.0,5.0,5.0,1.54
With RAG,Multimodal RAG,Fixed,BGE embeddings,FAISS,5.0,2.9,5.0,1.17
With RAG,Multimodal RAG,Fixed,BGE embeddings,FAISS,5.0,1.7,5.0,1.33
With RAG,Multimodal RAG,Fixed,BGE embeddings,FAISS,2.5,1.0,5.0,1.48
With RAG,Multimodal RAG,Fixed,BGE embeddings,FAISS,2.5,1.0,5.0,1.28
With RAG,Multimodal RAG,Fixed,BGE embeddings,FAISS,2.3,2.5,5.0,1.75
With RAG,Multimodal RAG,Fixed,BGE embeddings,FAISS,4.8,5.0,4.0,1.45
With RAG,Multimodal RAG,Fixed,BGE embeddings,FAISS,5.0,5.0,5.0,1.1
With RAG,Multimodal RAG,Fixed,BGE embeddings,FAISS,5.0,1.0,5.0,1.31
With RAG,Multimodal RAG,Fixed,BGE embeddings,FAISS,5.0,3.8,5.0,1.44
With RAG,Multimodal RAG,Fixed,BGE embeddings,FAISS,2.3,5.0,5.0,1.48
With RAG,Multimodal RAG,Fixed,BGE embeddings,FAISS,4.6,2.1,4.6,1.83
With RAG,Multimodal RAG,Fixed,BGE embeddings,FAISS,2.2,1.0,5.0,1.25
With RAG,Multimodal RAG,Fixed,BGE embeddings,FAISS,5.0,4.2,5.0,1.85
With RAG,Multimodal RAG,Fixed,BGE embeddings,ChromaDB,3.0,3.8,5.0,1.9
With RAG,Multimodal RAG,Fixed,BGE embeddings,ChromaDB,5.0,2.1,5.0,2.38
With RAG,Multimodal RAG,Fixed,BGE embeddings,ChromaDB,5.0,1.2,5.0,1.37
With RAG,Multimodal RAG,Fixed,BGE embeddings,ChromaDB,5.0,1.0,5.0,1.31
With RAG,Multimodal RAG,Fixed,BGE embeddings,ChromaDB,2.2,1.0,5.0,1.69
With RAG,Multimodal RAG,Fixed,BGE embeddings,ChromaDB,2.5,2.5,5.0,1.44
With RAG,Multimodal RAG,Fixed,BGE embeddings,ChromaDB,1.9,1.7,5.0,1.12
With RAG,Multimodal RAG,Fixed,BGE embeddings,ChromaDB,4.8,2.1,4.4,1.32
With RAG,Multimodal RAG,Fixed,BGE embeddings,ChromaDB,5.0,5.0,5.0,1.15
With RAG,Multimodal RAG,Fixed,BGE embeddings,ChromaDB,5.0,1.7,5.0,1.47
With RAG,Multimodal RAG,Fixed,BGE embeddings,ChromaDB,4.5,3.8,5.0,1.38
With RAG,Multimodal RAG,Fixed,BGE embeddings,ChromaDB,2.3,5.0,5.0,1.31
With RAG,Multimodal RAG,Fixed,BGE embeddings,ChromaDB,4.4,5.0,5.0,1.6
With RAG,Multimodal RAG,Fixed,BGE embeddings,ChromaDB,2.7,5.0,5.0,1.16
With RAG,Multimodal RAG,Fixed,BGE embeddings,ChromaDB,5.0,1.0,5.0,1.83
With RAG,Multimodal RAG,Recursive,SentenceTransformers,FAISS,5.0,5.0,5.0,1.58
With RAG,Multimodal RAG,Recursive,SentenceTransformers,FAISS,5.0,5.0,5.0,1.48
With RAG,Multimodal RAG,Recursive,SentenceTransformers,FAISS,5.0,3.8,5.0,1.3
With RAG,Multimodal RAG,Recursive,SentenceTransformers,FAISS,1.4,1.0,5.0,2.16
With RAG,Multimodal RAG,Recursive,SentenceTransformers,FAISS,2.3,1.0,5.0,1.31
With RAG,Multimodal RAG,Recursive,SentenceTransformers,FAISS,1.9,1.2,5.0,1.75
With RAG,Multimodal RAG,Recursive,SentenceTransformers,FAISS,4.8,1.0,5.0,1.22
With RAG,Multimodal RAG,Recursive,SentenceTransformers,FAISS,3.8,2.9,1.0,1.32
With RAG,Multimodal RAG,Recursive,SentenceTransformers,FAISS,5.0,3.8,5.0,1.22
With RAG,Multimodal RAG,Recursive,SentenceTransformers,FAISS,5.0,2.5,4.7,1.58
With RAG,Multimodal RAG,Recursive,SentenceTransformers,FAISS,4.8,4.2,5.0,1.38
With RAG,Multimodal RAG,Recursive,SentenceTransformers,FAISS,2.5,5.0,5.0,1.55
With RAG,Multimodal RAG,Recursive,SentenceTransformers,FAISS,2.3,2.9,5.0,7144.63
With RAG,Multimodal RAG,Recursive,SentenceTransformers,FAISS,2.3,2.9,5.0,12.69
With RAG,Multimodal RAG,Recursive,SentenceTransformers,FAISS,2.2,1.0,5.0,1.39
With RAG,Multimodal RAG,Recursive,SentenceTransformers,FAISS,3.1,1.0,5.0,1.93
With RAG,Multimodal RAG,Recursive,SentenceTransformers,ChromaDB,4.5,5.0,4.5,3.8
With RAG,Multimodal RAG,Recursive,SentenceTransformers,ChromaDB,5.0,5.0,5.0,2.54
With RAG,Multimodal RAG,Recursive,SentenceTransformers,ChromaDB,5.0,5.0,5.0,1.51
With RAG,Multimodal RAG,Recursive,SentenceTransformers,ChromaDB,4.6,1.0,5.0,1.25
With RAG,Multimodal RAG,Recursive,SentenceTransformers,ChromaDB,4.7,1.0,5.0,1.28
With RAG,Multimodal RAG,Recursive,SentenceTransformers,ChromaDB,1.2,1.2,5.0,1.48
With RAG,Multimodal RAG,Recursive,SentenceTransformers,ChromaDB,4.4,1.0,5.0,1.47
With RAG,Multimodal RAG,Recursive,SentenceTransformers,ChromaDB,4.4,2.5,4.3,1.2
With RAG,Multimodal RAG,Recursive,SentenceTransformers,ChromaDB,5.0,5.0,5.0,1.49
With RAG,Multimodal RAG,Recursive,SentenceTransformers,ChromaDB,5.0,2.5,3.9,1.7
With RAG,Multimodal RAG,Recursive,SentenceTransformers,ChromaDB,4.8,4.2,5.0,1.78
With RAG,Multimodal RAG,Recursive,SentenceTransformers,ChromaDB,2.5,5.0,5.0,1.49
With RAG,Multimodal RAG,Recursive,SentenceTransformers,ChromaDB,2.3,2.5,5.0,1.34
With RAG,Multimodal RAG,Recursive,SentenceTransformers,ChromaDB,2.8,1.0,5.0,1.23
With RAG,Multimodal RAG,Recursive,SentenceTransformers,ChromaDB,2.5,1.0,5.0,1.53
With RAG,Multimodal RAG,Recursive,BGE embeddings,FAISS,4.5,3.8,5.0,12.13
With RAG,Multimodal RAG,Recursive,BGE embeddings,FAISS,4.6,1.0,4.6,1.78
With RAG,Multimodal RAG,Recursive,BGE embeddings,FAISS,5.0,2.9,5.0,1.17
With RAG,Multimodal RAG,Recursive,BGE embeddings,FAISS,4.6,1.0,5.0,1.24
With RAG,Multimodal RAG,Recursive,BGE embeddings,FAISS,2.2,1.0,5.0,1.84
With RAG,Multimodal RAG,Recursive,BGE embeddings,FAISS,3.0,5.0,5.0,1.32
With RAG,Multimodal RAG,Recursive,BGE embeddings,FAISS,2.3,2.5,5.0,1.41
With RAG,Multimodal RAG,Recursive,BGE embeddings,FAISS,3.6,1.7,5.0,10.42
With RAG,Multimodal RAG,Recursive,BGE embeddings,FAISS,4.8,5.0,5.0,3.36
With RAG,Multimodal RAG,Recursive,BGE embeddings,FAISS,4.5,2.5,5.0,1.61
With RAG,Multimodal RAG,Recursive,BGE embeddings,FAISS,4.6,3.8,5.0,1.33
With RAG,Multimodal RAG,Recursive,BGE embeddings,FAISS,2.3,4.0,5.0,1.38
With RAG,Multimodal RAG,Recursive,BGE embeddings,FAISS,4.7,2.1,5.0,1.73
With RAG,Multimodal RAG,Recursive,BGE embeddings,FAISS,2.0,1.0,5.0,1.2
With RAG,Multimodal RAG,Recursive,BGE embeddings,FAISS,4.8,1.0,5.0,1.9
With RAG,Multimodal RAG,Recursive,BGE embeddings,ChromaDB,4.5,3.8,5.0,2.56
With RAG,Multimodal RAG,Recursive,BGE embeddings,ChromaDB,5.0,5.0,5.0,2.52
With RAG,Multimodal RAG,Recursive,BGE embeddings,ChromaDB,5.0,2.1,5.0,1.38
With RAG,Multimodal RAG,Recursive,BGE embeddings,ChromaDB,3.0,1.2,5.0,1.63
With RAG,Multimodal RAG,Recursive,BGE embeddings,ChromaDB,2.5,1.0,5.0,2.57
With RAG,Multimodal RAG,Recursive,BGE embeddings,ChromaDB,2.5,1.0,5.0,1.96
With RAG,Multimodal RAG,Recursive,BGE embeddings,ChromaDB,2.3,5.0,5.0,1.76
With RAG,Multimodal RAG,Recursive,BGE embeddings,ChromaDB,1.9,1.0,5.0,1.37
With RAG,Multimodal RAG,Recursive,BGE embeddings,ChromaDB,4.4,1.7,5.0,1.3
With RAG,Multimodal RAG,Recursive,BGE embeddings,ChromaDB,5.0,5.0,5.0,1.53
With RAG,Multimodal RAG,Recursive,BGE embeddings,ChromaDB,5.0,1.2,5.0,1.58
With RAG,Multimodal RAG,Recursive,BGE embeddings,ChromaDB,4.8,5.0,5.0,1.48
With RAG,Multimodal RAG,Recursive,BGE embeddings,ChromaDB,2.0,1.0,5.0,1.33
With RAG,Multimodal RAG,Recursive,BGE embeddings,ChromaDB,4.6,5.0,5.0,1.87
With RAG,Multimodal RAG,Recursive,BGE embeddings,ChromaDB,2.5,1.0,5.0,1.16
With RAG,Multimodal RAG,Recursive,BGE embeddings,ChromaDB,4.8,1.7,5.0,1.62
With RAG,Multimodal RAG,Semantic,SentenceTransformers,FAISS,5.0,2.9,5.0,1.79
With RAG,Multimodal RAG,Semantic,SentenceTransformers,FAISS,5.0,5.0,5.0,1.56
With RAG,Multimodal RAG,Semantic,SentenceTransformers,FAISS,5.0,3.8,5.0,1.61
With RAG,Multimodal RAG,Semantic,SentenceTransformers,FAISS,2.0,1.0,5.0,1.42
With RAG,Multimodal RAG,Semantic,SentenceTransformers,FAISS,2.2,1.0,5.0,1.44
With RAG,Multimodal RAG,Semantic,SentenceTransformers,FAISS,1.9,1.0,5.0,1.66
With RAG,Multimodal RAG,Semantic,SentenceTransformers,FAISS,5.0,1.0,5.0,1.42
With RAG,Multimodal RAG,Semantic,SentenceTransformers,FAISS,4.4,1.2,5.0,1.83
With RAG,Multimodal RAG,Semantic,SentenceTransformers,FAISS,5.0,5.0,5.0,1.35
With RAG,Multimodal RAG,Semantic,SentenceTransformers,FAISS,4.8,5.0,5.0,1.49
With RAG,Multimodal RAG,Semantic,SentenceTransformers,FAISS,5.0,4.0,5.0,1.16
With RAG,Multimodal RAG,Semantic,SentenceTransformers,FAISS,2.3,4.6,5.0,1.47
With RAG,Multimodal RAG,Semantic,SentenceTransformers,FAISS,2.3,2.5,5.0,1.61
With RAG,Multimodal RAG,Semantic,SentenceTransformers,FAISS,2.3,1.0,5.0,1.41
With RAG,Multimodal RAG,Semantic,SentenceTransformers,FAISS,3.1,5.0,5.0,1.57
With RAG,Multimodal RAG,Semantic,SentenceTransformers,ChromaDB,5.0,1.7,5.0,1.73
With RAG,Multimodal RAG,Semantic,SentenceTransformers,ChromaDB,5.0,5.0,5.0,1.69
With RAG,Multimodal RAG,Semantic,SentenceTransformers,ChromaDB,5.0,1.0,5.0,1.77
With RAG,Multimodal RAG,Semantic,SentenceTransformers,ChromaDB,4.5,5.0,5.0,1.65
With RAG,Multimodal RAG,Semantic,SentenceTransformers,ChromaDB,4.8,5.0,5.0,1.33
With RAG,Multimodal RAG,Semantic,SentenceTransformers,ChromaDB,1.9,1.0,5.0,1.3
With RAG,Multimodal RAG,Semantic,SentenceTransformers,ChromaDB,4.8,1.0,5.0,1.15
With RAG,Multimodal RAG,Semantic,SentenceTransformers,ChromaDB,2.4,1.0,5.0,1.57
With RAG,Multimodal RAG,Semantic,SentenceTransformers,ChromaDB,5.0,1.0,5.0,1.39
With RAG,Multimodal RAG,Semantic,SentenceTransformers,ChromaDB,4.4,1.0,5.0,1.2
With RAG,Multimodal RAG,Semantic,SentenceTransformers,ChromaDB,5.0,4.6,5.0,1.36
With RAG,Multimodal RAG,Semantic,SentenceTransformers,ChromaDB,4.7,3.8,4.4,1.44
With RAG,Multimodal RAG,Semantic,SentenceTransformers,ChromaDB,4.3,5.0,5.0,2.01
With RAG,Multimodal RAG,Semantic,SentenceTransformers,ChromaDB,2.3,4.6,5.0,1.37
With RAG,Multimodal RAG,Semantic,SentenceTransformers,ChromaDB,2.3,2.5,5.0,1.34
With RAG,Multimodal RAG,Semantic,SentenceTransformers,ChromaDB,2.8,1.0,5.0,1.57
With RAG,Multimodal RAG,Semantic,SentenceTransformers,ChromaDB,3.1,3.8,5.0,1.63
With RAG,Multimodal RAG,Semantic,BGE embeddings,FAISS,4.5,3.8,5.0,1.88
With RAG,Multimodal RAG,Semantic,BGE embeddings,FAISS,4.5,5.0,5.0,1.77
With RAG,Multimodal RAG,Semantic,BGE embeddings,FAISS,5.0,2.5,5.0,1.07
With RAG,Multimodal RAG,Semantic,BGE embeddings,FAISS,4.9,1.0,5.0,1.48
With RAG,Multimodal RAG,Semantic,BGE embeddings,FAISS,2.2,1.0,5.0,1.19
With RAG,Multimodal RAG,Semantic,BGE embeddings,FAISS,1.8,1.0,5.0,1.72
With RAG,Multimodal RAG,Semantic,BGE embeddings,FAISS,2.3,2.5,5.0,1.37
With RAG,Multimodal RAG,Semantic,BGE embeddings,FAISS,4.8,4.6,3.8,1.6
With RAG,Multimodal RAG,Semantic,BGE embeddings,FAISS,2.5,1.0,5.0,1.27
With RAG,Multimodal RAG,Semantic,BGE embeddings,FAISS,5.0,2.5,5.0,1.35
With RAG,Multimodal RAG,Semantic,BGE embeddings,FAISS,4.6,3.8,5.0,1.37
With RAG,Multimodal RAG,Semantic,BGE embeddings,FAISS,2.2,1.2,5.0,1.44
With RAG,Multimodal RAG,Semantic,BGE embeddings,FAISS,4.7,2.1,5.0,2.13
With RAG,Multimodal RAG,Semantic,BGE embeddings,FAISS,1.7,1.0,5.0,1.16
With RAG,Multimodal RAG,Semantic,BGE embeddings,FAISS,4.6,4.2,5.0,1.44
With RAG,Multimodal RAG,Semantic,BGE embeddings,ChromaDB,4.5,4.2,5.0,1.91
With RAG,Multimodal RAG,Semantic,BGE embeddings,ChromaDB,5.0,5.0,5.0,1.71
With RAG,Multimodal RAG,Semantic,BGE embeddings,ChromaDB,5.0,1.0,5.0,1.53
With RAG,Multimodal RAG,Semantic,BGE embeddings,ChromaDB,5.0,1.0,5.0,1.26
With RAG,Multimodal RAG,Semantic,BGE embeddings,ChromaDB,2.5,1.0,5.0,1.68
With RAG,Multimodal RAG,Semantic,BGE embeddings,ChromaDB,2.5,1.0,5.0,1.34
With RAG,Multimodal RAG,Semantic,BGE embeddings,ChromaDB,1.9,1.0,5.0,1.3
With RAG,Multimodal RAG,Semantic,BGE embeddings,ChromaDB,4.8,1.2,3.8,1.33
With RAG,Multimodal RAG,Semantic,BGE embeddings,ChromaDB,5.0,2.5,5.0,1.37
With RAG,Multimodal RAG,Semantic,BGE embeddings,ChromaDB,4.8,2.5,5.0,1.43
With RAG,Multimodal RAG,Semantic,BGE embeddings,ChromaDB,4.8,5.0,5.0,1.32
With RAG,Multimodal RAG,Semantic,BGE embeddings,ChromaDB,2.4,1.0,5.0,1.77
With RAG,Multimodal RAG,Semantic,BGE embeddings,ChromaDB,4.9,5.0,5.0,1.55
With RAG,Multimodal RAG,Semantic,BGE embeddings,ChromaDB,2.7,1.0,5.0,1.28
With RAG,Multimodal RAG,Semantic,BGE embeddings,ChromaDB,4.7,1.2,5.0,1.67
Without RAG (Baseline),None,None,None,None,5.0,1.0,1.0,2.0
Without RAG (Baseline),None,None,None,None,4.4,1.0,1.0,1.78
Without RAG (Baseline),None,None,None,None,5.0,1.0,1.0,1.27
Without RAG (Baseline),None,None,None,None,5.0,1.0,1.0,1.24
Without RAG (Baseline),None,None,None,None,5.0,1.0,1.0,1.45
Without RAG (Baseline),None,None,None,None,5.0,1.0,1.0,1.29
Without RAG (Baseline),None,None,None,None,5.0,1.0,1.0,1.27
Without RAG (Baseline),None,None,None,None,5.0,1.0,1.0,1.52
Without RAG (Baseline),None,None,None,None,5.0,1.0,1.0,1.14
Without RAG (Baseline),None,None,None,None,5.0,1.0,1.0,1.61
Without RAG (Baseline),None,None,None,None,5.0,1.0,1.0,1.49
Without RAG (Baseline),None,None,None,None,5.0,1.0,1.0,1.86
Without RAG (Baseline),None,None,None,None,5.0,1.0,1.0,1.59
Without RAG (Baseline),None,None,None,None,5.0,1.0,1.0,1.31
Without RAG (Baseline),None,None,None,None,5.0,1.0,1.0,2.07
